包	B_at_1
用	I_ot_4_m_PN
了	O

老	O
粉	O
儿	O
，	O
继	O
续	O
支	B_ot_4_m_PP
持	I_ot_4_m_PP

刚	O
刚	O
拿	O
回	O
来	O
，	O
以	O
前	O
没	O
用	O
过	O
这	O
个	O
品	O
牌	O
，	O
买	O
一	O
送	O
一	O
挺	B_ot_0_m_PP
便	I_ot_0_m_PP
宜	I_ot_0_m_PP
，	O
希	O
望	O
效	O
果	O
不	O
要	O
失	O
望	O
，	O
今	O
晚	O
就	O
用	O
，	O
用	O
完	O
在	O
追	O
评	O
，	O

*	O
*	O
*	O
的	O
化	O
妆	O
品	O
还	O
是	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
值	O
得	O
购	O
买	O
，	O
性	B_at_0
价	I_at_0
比	I_at_0
很	B_ot_0_f_PP
高	I_ot_0_f_PP
的	O
活	O
动	O
就	O
参	O
加	O
了	O
！	O
！	O
！	O

回	O
购	O
多	O
次	O
的	O
老	O
用	O
户	O
了	O
，	O
非	B_ot_4_m_PP
常	I_ot_4_m_PP
满	I_ot_4_m_PP
意	I_ot_4_m_PP
，	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP

很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
朋	O
友	O
喜	B_ot_4_m_PP
欢	I_ot_4_m_PP
。	O
*	O
*	O
可	O
以	O
是	O
保	O
险	O
的	O
推	O
荐	O
，	O
选	O
择	O
*	O
*	O
！	O

我	O
是	O
混	O
干	O
皮	O
，	O
觉	O
得	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
遮	B_at_7
瑕	I_at_7
四	B_ot_7_f_PP
星	I_ot_7_f_PP
，	O
持	B_at_7
久	I_at_7
度	I_at_7
四	B_ot_7_f_PP
星	I_ot_7_f_PP
，	O
也	O
挺	B_ot_7_m_PP
好	I_ot_7_m_PP
上	I_ot_7_m_PP
妆	I_ot_7_m_PP
的	O
，	O
就	O
是	O
这	O
个	O
色	B_at_7
号	I_at_7
比	O
我	O
稍	B_ot_7_f_PN
微	I_ot_7_f_PN
暗	I_ot_7_f_PN
一	I_ot_7_f_PN
点	I_ot_7_f_PN
，	O
我	O
本	O
来	O
就	O
不	O
算	O
白	O
，	O
这	O
个	O
色	B_at_7
号	I_at_7
有	O
点	O
黑	O
了	O
。	O

用	O
着	O
没	B_ot_8_m_PP
过	I_ot_8_m_PP
敏	I_ot_8_m_PP
、	O
继	O
续	O
看	O
看	O

太	B_ot_8_m_PN
干	I_ot_8_m_PN
了	I_ot_8_m_PN
，	O
不	B_ot_4_m_PN
好	I_ot_4_m_PN
用	I_ot_4_m_PN

紫	O
隔	O
，	O
用	O
了	O
一	O
次	O
，	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP

不	B_ot_4_m_PP
错	I_ot_4_m_PP
哦	O
。	O
速	B_at_11
度	I_at_11
很	B_ot_11_f_PP
快	I_ot_11_f_PP
，	O
~	O
。	O
以	O
后	O
就	O
买	O
*	O
*	O
*	O
*	O
的	O
了	O
。	O

大	O
品	O
牌	O
值	O
得	O
信	O
赖	O
，	O
东	O
西	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
还	O
会	O
购	O
买	O
。	O

*	O
*	O
*	O
值	O
得	O
信	O
赖	O
，	O
*	O
*	O
值	O
得	O
信	O
赖	O
，	O
满	B_ot_4_m_PP
意	I_ot_4_m_PP

不	B_ot_4_m_PN
是	I_ot_4_m_PN
很	I_ot_4_m_PN
好	I_ot_4_m_PN
用	I_ot_4_m_PN
，	O
卸	O
得	O
不	B_ot_7_m_PN
是	I_ot_7_m_PN
很	I_ot_7_m_PN
干	I_ot_7_m_PN
净	I_ot_7_m_PN
，	O
虽	O
然	O
很	O
大	O
一	O
瓶	O
，	O
可	O
是	O
卸	O
不	O
干	O
净	O
，	O
浪	O
费	O
了	O
，	O
卸	O
口	O
红	O
要	O
卸	O
很	O
多	O
次	O
才	O
可	O
以	O

听	O
同	O
事	O
们	O
讲	O
这	O
款	O
@	O
气	O
垫	O
霜	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
昨	O
天	O
果	O
断	O
下	O
单	O
买	O
来	O
，	O
用	O
后	O
追	O
加	O
评	O
论	O
。	O

和	O
实	O
体	O
店	O
买	O
的	O
不	O
一	O
样	O
，	O
感	O
觉	O
像	O
假	B_ot_3_m_PN
的	I_ot_3_m_PN
，	O
脸	O
用	O
完	O
起	O
好	O
多	O
包	O

个	O
人	O
情	O
况	O
：	O
中	O
性	O
皮	O
肤	O
，	O
清	B_at_7
洁	I_at_7
效	I_at_7
果	I_at_7
不	B_ot_7_f_PP
错	I_ot_7_f_PP
，	O
洗	O
后	O
不	B_ot_8_m_PP
紧	I_ot_8_m_PP
绷	I_ot_8_m_PP

好	B_ot_4_m_PP
评	I_ot_4_m_PP
，	O
帮	O
别	O
人	O
叉	O
的	O

宝	O
贝	O
已	O
收	O
到	O
，	O
希	B_ot_3_m_PU
望	I_ot_3_m_PU
是	I_ot_3_m_PU
正	I_ot_3_m_PU
品	I_ot_3_m_PU
，	O
送	O
了	O
两	O
个	O
小	O
样	O
的	O
卸	O
妆	O
水	O

第	O
一	O
次	O
用	O
，	O
还	O
可	O
以	O
。	O
价	B_at_0
位	I_at_0
也	O
非	B_ot_0_f_PP
常	I_ot_0_f_PP
合	I_ot_0_f_PP
适	I_ot_0_f_PP
。	O
以	O
后	O
有	O
活	O
动	O
还	O
会	O
继	O
续	O
光	O
顾	O
的	O
。	O

挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
经	B_ot_0_m_PP
济	I_ot_0_m_PP
实	B_ot_0_m_PP
惠	I_ot_0_m_PP
的	O
。	O

手	O
上	O
试	O
用	O
了	O
一	O
下	O
，	O
味	O
道	O
真	O
的	O
像	O
洗	O
发	O
水	O
，	O
香	B_at_10
味	I_at_10
有	O
点	O
不	B_ot_10_f_PN
太	I_ot_10_f_PN
喜	I_ot_10_f_PN
欢	I_ot_10_f_PN
，	O
质	B_at_8
地	I_at_8
挺	O
轻	B_ot_8_f_PP
薄	I_ot_8_f_PP
的	O
，	O
抹	O
上	O
也	O
挺	B_ot_8_m_PP
滋	I_ot_8_m_PP
润	I_ot_8_m_PP

打	O
开	O
有	O
股	O
淡	B_ot_10_b_PP
淡	I_ot_10_b_PP
的	I_ot_10_b_PP
香	B_at_10
味	I_at_10
，	O
试	O
用	O
了	O
一	O
下	O
还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
哦	O
！	O

真	O
的	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
、	O
下	O
次	O
还	O
来	O
光	O
顾	O

收	O
到	O
了	O
，	O
买	O
了	O
好	O
多	O
，	O
和	O
姐	O
妹	O
们	O
一	O
起	O
买	O
的	O
，	O
都	B_ot_4_m_PP
说	I_ot_4_m_PP
好	I_ot_4_m_PP

用	O
着	O
舒	B_ot_8_m_PP
服	I_ot_8_m_PP
不	B_ot_4_m_PP
错	I_ot_4_m_PP
哦	O
，	O
还	O
多	O
送	O
一	O
个	O
替	O
换	O
芯	O
，	O
实	B_ot_0_m_PP
惠	I_ot_0_m_PP
又	O
实	B_ot_4_m_PP
用	I_ot_4_m_PP
，	O
用	O
完	O
还	O
会	O
回	O
购	O
的	O

已	O
经	O
是	O
第	O
二	O
次	O
购	O
买	O
啦	O
！	O
质	O
量	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
还	O
会	O
关	O
注	O
本	O
店	O
的	O
，	O
新	O
品	O
一	O
定	O
会	O
再	O
次	O
购	O
买	O
的	O
。	O
面	O
膜	O
真	O
的	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	O
，	O

宝	O
贝	O
收	O
到	O
了	O
，	O
这	O
个	O
牌	O
子	O
很	B_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
不	B_ot_0_m_PP
贵	I_ot_0_m_PP
好	B_ot_4_m_PP
用	I_ot_4_m_PP
的	O
牌	O
子	O
，	O
我	O
一	O
直	O
用	O
它	O
，	O
希	O
望	O
和	O
以	O
前	O
买	O
的	O
一	O
样	O
好	B_ot_4_m_PP
用	I_ot_4_m_PP
！	O

非	B_ot_4_m_PP
常	I_ot_4_m_PP
好	I_ot_4_m_PP
一	O
直	O
用	O
这	O
款	O
洗	O
面	O
奶	O
洗	O
过	O
不	B_ot_8_m_PP
油	I_ot_8_m_PP
腻	I_ot_8_m_PP
清	B_ot_8_m_PP
清	I_ot_8_m_PP
爽	I_ot_8_m_PP
爽	I_ot_8_m_PP
的	I_ot_8_m_PP
感	O
觉	O
。	O

挺	B_ot_0_m_PP
实	I_ot_0_m_PP
惠	I_ot_0_m_PP
的	I_ot_0_m_PP
，	O
用	O
着	O
也	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
以	O
后	O
就	O
用	O
这	O
牌	O
子	O
的	O
了	O
，	O
介	O
绍	O
给	O
朋	O
友	O
来	O
用	O

活	O
动	O
价	O
很	B_ot_0_m_PP
是	I_ot_0_m_PP
划	I_ot_0_m_PP
算	I_ot_0_m_PP
，	O
买	O
一	O
送	O
一	O
共	O
&	O
片	O
才	O
花	O
八	O
十	O
五	O
块	O
，	O
天	O
天	O
用	O
都	O
不	O
心	O
疼	O
啊	O

应	O
该	O
是	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
去	O
年	O
就	O
是	O
订	O
他	O
们	O
家	O
的	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

肤	B_at_7
色	I_at_7
自	B_ot_7_f_PP
然	I_ot_7_f_PP
，	O
提	O
亮	O
肤	B_at_7
色	I_at_7
，	O
很	B_ot_8_m_PP
细	I_ot_8_m_PP
腻	I_ot_8_m_PP

速	B_at_11
度	I_at_11
真	B_ot_11_f_PP
快	I_ot_11_f_PP
，	O
之	O
前	O
用	O
过	O
一	O
瓶	O
，	O
效	O
果	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP

送	B_at_11
货	I_at_11
挺	B_ot_11_f_PP
快	I_ot_11_f_PP
，	O
东	O
西	O
收	O
到	O
了	O
看	O
了	O
看	O
，	O
还	O
没	O
用	O
但	O
愿	O
是	O
正	O
品	O
用	O
了	O
肌	O
肤	O
有	O
所	O
改	O
善	O

还	O
没	O
用	O
，	O
不	O
知	O
道	O
真	O
假	O
，	O
验	O
证	O
了	O
是	O
真	B_ot_3_m_PP
品	I_ot_3_m_PP
，	O
闻	O
着	O
味	B_at_10
道	I_at_10
也	O
没	B_ot_10_f_PP
错	I_ot_10_f_PP
。	O
双	O
十	O
一	O
很	B_ot_0_m_PP
便	I_ot_0_m_PP
宜	I_ot_0_m_PP
。	O

物	B_at_11
流	I_at_11
快	B_ot_11_f_PP
，	O
价	B_at_0
格	I_at_0
便	B_ot_0_f_PP
宜	I_ot_0_f_PP
，	O
昨	O
晚	O
今	O
早	O
各	O
试	O
用	O
了	O
一	O
片	O
，	O
滋	B_ot_8_m_PP
润	I_ot_8_m_PP
补	O
水	O
，	O
我	O
是	O
敏	O
感	O
皮	O
肤	O
用	O
了	O
没	O
有	O
任	O
何	O
不	O
适	O
，	O
推	O
荐	O
购	O
买	O
。	O

感	O
觉	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP

质	O
量	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
最	O
近	O
都	O
在	O
用	O
这	O
个	O
牌	O
子	O
，	O
很	B_ot_8_m_PP
舒	I_ot_8_m_PP
服	I_ot_8_m_PP
，	O
值	O
得	O
购	O
买	O
！	O

水	B_at_12
分	I_at_12
不	B_ot_12_f_PN
是	I_ot_12_f_PN
很	I_ot_12_f_PN
足	I_ot_12_f_PN
，	O
，	O
，	O

这	O
款	O
面	O
膜	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
价	B_at_0
格	I_at_0
也	O
实	B_ot_0_f_PP
惠	I_ot_0_f_PP
，	O
一	O
下	O
子	O
买	O
了	O
好	O
多	O
，	O
再	O
有	O
活	O
动	O
还	O
会	O
再	O
买	O

第	O
三	O
次	O
买	O
，	O
补	B_at_7
水	I_at_7
效	I_at_7
果	I_at_7
杠	B_ot_7_f_PP
杠	I_ot_7_f_PP
的	I_ot_7_f_PP

挺	B_ot_8_m_PP
显	I_ot_8_m_PP
白	I_ot_8_m_PP
的	I_ot_8_m_PP
，	O
效	O
果	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
，	O
很	B_ot_4_m_PP
满	I_ot_4_m_PP
意	I_ot_4_m_PP
，	O
物	B_at_11
流	I_at_11
也	O
很	B_ot_11_f_PP
给	I_ot_11_f_PP
力	I_ot_11_f_PP
，	O
很	O
愉	O
快	O
的	O
一	O
次	O
购	O
物	O

用	O
了	O
几	O
片	O
，	O
才	O
来	O
评	O
论	O
，	O
效	O
果	O
还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP

每	O
天	O
使	O
用	O
，	O
提	B_at_7
亮	I_at_7
肤	I_at_7
色	I_at_7
效	I_at_7
果	I_at_7
好	B_ot_7_f_PP

补	B_at_7
水	I_at_7
效	I_at_7
果	I_at_7
太	B_ot_7_f_PP
好	I_ot_7_f_PP
啦	O
，	O
*	O
*	O
买	O
东	O
西	O
，	O
早	O
上	O
下	O
的	O
单	O
，	O
下	O
午	O
就	O
收	O
到	O
了	O
！	O
必	O
须	O
&	O
星	O
好	O
评	O
呀	O
！	O
现	O
在	O
只	O
喜	O
欢	O
在	O
*	O
*	O
买	O
东	O
西	O
啦	O
！	O

平	O
时	O
也	O
舍	O
不	O
得	O
买	O
，	O
有	O
活	B_at_0
动	I_at_0
才	O
买	O

外	B_at_1
观	I_at_1
看	O
上	O
去	O
做	O
工	O
粗	B_ot_1_f_PN
糙	I_ot_1_f_PN
，	O
盖	O
子	O
是	O
弯	O
的	O
，	O
洗	O
面	O
奶	O
很	B_ot_9_m_PN
薄	I_ot_9_m_PN
，	O
几	O
乎	O
没	O
泡	O
泡	O
，	O
洗	O
后	O
没	O
有	O
清	O
爽	O
的	O
感	O
觉	O
，	O
觉	O
得	O
不	O
值	O
。	O

很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	O
宝	O
贝	O
用	O
起	O
来	O
很	B_ot_4_m_PP
舒	I_ot_4_m_PP
服	I_ot_4_m_PP
一	O
直	O
用	O
这	O
个	O
牌	O
子	O
的	O

一	O
直	O
用	O
这	O
个	O
牌	O
子	O
，	O
我	O
和	O
闺	O
女	O
都	O
在	O
用	O
，	O
感	O
觉	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
。	O

还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
，	O
就	O
是	O
不	O
撑	O
时	O
间	O

很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
和	O
实	O
体	O
店	O
的	O
质	O
量	O
一	O
样	O
的	O
，	O
第	O
一	O
次	O
网	O
购	O
这	O
个	O
品	O
牌	O
的	O
粉	O
底	O
液	O
，	O
@	O
霜	O
，	O
下	O
次	O
有	O
机	O
会	O
肯	O
定	O
还	O
会	O
继	O
续	O
购	O
买	O

牌	O
子	O
的	O
，	O
感	O
觉	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
给	O
老	O
婆	O
买	O
的	O
，	O
效	O
果	O
还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
。	O

物	B_at_11
流	I_at_11
好	B_ot_11_f_PP
快	I_ot_11_f_PP
昨	O
天	O
下	O
的	O
单	O
今	O
天	O
就	O
到	O
了	O
，	O
第	O
一	O
次	O
用	O
感	O
觉	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	O
！	O

感	O
觉	O
还	B_ot_4_m_PP
行	I_ot_4_m_PP
第	O
二	O
次	O
购	O
买	O

价	B_at_0
格	I_at_0
很	B_ot_0_f_PP
优	I_ot_0_f_PP
惠	I_ot_0_f_PP
，	O
质	O
量	O
特	B_ot_4_m_PP
别	I_ot_4_m_PP
好	I_ot_4_m_PP
！	O

洗	O
完	O
脸	O
很	B_ot_8_m_PN
滑	I_ot_8_m_PN
，	O
我	O
感	O
觉	O
不	B_ot_4_m_PN
太	I_ot_4_m_PN
适	I_ot_4_m_PN
合	I_ot_4_m_PN
我	O
，	O
看	O
个	O
人	O
肤	O
质	O
，	O
建	O
议	O
慎	O
重	O
考	O
虑	O

非	B_ot_4_m_PP
常	I_ot_4_m_PP
好	I_ot_4_m_PP
，	O
总	O
买	O
这	O
个	O
牌	O
子	O
，	O
大	O
牌	O
子	O
放	O
心	O
，	O
*	O
*	O
*	O
*	O
更	O
放	O
心	O
。	O

感	O
谢	O
*	O
*	O
推	O
荐	O
，	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
的	O
，	O
超	B_ot_7_m_PP
补	I_ot_7_m_PP
水	I_ot_7_m_PP

颜	B_at_9
色	I_at_9
好	B_ot_9_f_PP
，	O
主	O
要	O
是	O
适	O
合	O
干	O
性	O
皮	O
肤	O
！	O
感	O
觉	O
挺	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
的	I_ot_4_m_PP

东	O
西	O
收	O
到	O
了	O
，	O
比	O
预	O
想	O
的	O
好	B_ot_4_m_PP
很	I_ot_4_m_PP
多	I_ot_4_m_PP
，	O
一	O
直	O
信	O
赖	O
*	O
*	O

洗	O
完	O
好	B_ot_8_m_PN
干	I_ot_8_m_PN
燥	I_ot_8_m_PN
。	O

新	B_at_1
包	I_at_1
装	I_at_1
样	I_at_1
式	I_at_1
也	O
很	B_ot_1_f_PP
喜	I_ot_1_f_PP
欢	I_ot_1_f_PP

帮	O
朋	O
友	O
下	O
的	O
单	O
，	O
问	O
了	O
朋	O
友	O
，	O
说	O
效	O
果	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
。	O

东	O
西	O
收	O
到	O
有	O
一	O
段	O
时	O
间	O
了	O
，	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP
?	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

很	B_ot_8_m_PP
好	I_ot_8_m_PP
吸	I_ot_8_m_PP
收	I_ot_8_m_PP
，	O
用	O
着	O
真	B_ot_4_m_PP
心	I_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
价	B_at_0
格	I_at_0
便	B_ot_0_f_PP
宜	I_ot_0_f_PP
，	O
正	B_ot_3_m_PP
品	I_ot_3_m_PP

一	B_ot_4_b_PP
流	I_ot_4_b_PP
产	B_at_4
品	I_at_4
，	O
三	B_ot_11_b_PN
流	I_ot_11_b_PN
快	B_at_11
递	I_at_11
，	O
直	O
接	O
下	O
降	O
成	O
二	O
流	O
产	B_at_4
品	I_at_4
！	O
得	O
不	O
偿	O
失	O
！	O

购	O
买	O
过	O
程	O
有	O
一	O
点	O
波	O
折	O
，	O
客	O
服	O
很	O
快	O
解	O
决	O
了	O
，	O
态	B_at_2
度	I_at_2
很	B_ot_2_f_PP
好	I_ot_2_f_PP
，	O
相	B_ot_2_m_PP
当	I_ot_2_m_PP
的	I_ot_2_m_PP
满	I_ot_2_m_PP
意	I_ot_2_m_PP

大	O
姐	O
让	O
我	O
帮	O
着	O
买	O
的	O
，	O
我	O
自	O
己	O
也	O
在	O
用	O
，	O
擦	O
在	O
脸	O
上	O
很	B_ot_7_m_PP
自	I_ot_7_m_PP
然	I_ot_7_m_PP
，	O
和	O
皮	O
肤	O
很	B_ot_8_m_PP
贴	I_ot_8_m_PP
，	O
脸	O
也	O
显	O
得	O
有	B_ot_7_m_PP
光	I_ot_7_m_PP
泽	I_ot_7_m_PP
，	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
！	O

还	B_ot_4_m_PU
好	I_ot_4_m_PU
吧	O
没	O
有	O
网	O
上	O
说	O
的	O
那	O
么	O
好	O

一	O
直	O
在	O
用	O
真	B_ot_4_m_PP
的	I_ot_4_m_PP
很	I_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
的	O
，	O
敷	O
完	O
湿	B_ot_8_m_PP
湿	I_ot_8_m_PP
润	I_ot_8_m_PP
润	I_ot_8_m_PP
的	I_ot_8_m_PP
肤	O
色	O
也	O
亮	B_ot_7_m_PP
亮	I_ot_7_m_PP
的	I_ot_7_m_PP
！	O

刚	O
送	O
来	O
就	O
迫	O
不	O
及	O
待	O
的	O
试	O
用	O
了	O
一	O
下	O
，	O
效	O
果	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP

看	O
上	O
去	O
还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
吧	O
，	O
快	B_at_11
递	I_at_11
超	B_ot_11_f_PP
快	I_ot_11_f_PP
的	O
，	O
还	O
没	O
用	O
到	O
时	O
用	O
过	O
看	O
效	O
果	O
怎	O
么	O
样	O
，	O
再	O
评	O
价	O

护	O
肤	O
品	O
都	O
用	O
的	O
*	O
*	O
*	O
的	O
，	O
所	O
补	O
水	O
，	O
这	O
款	O
�	O
妆	O
水	O
也	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
用	O
完	O
不	B_ot_8_m_PP
油	I_ot_8_m_PP
，	O
很	B_ot_8_m_PP
清	I_ot_8_m_PP
爽	I_ot_8_m_PP

东	O
西	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
物	B_at_11
流	I_at_11
很	B_ot_11_f_PP
快	I_ot_11_f_PP
价	B_at_0
格	I_at_0
实	B_ot_0_f_PP
惠	I_ot_0_f_PP

用	O
了	O
两	O
天	O
了	O
没	O
有	O
什	O
么	O
不	O
舒	O
服	O
的	O
感	O
觉	O
，	O
查	O
了	O
一	O
下	O
是	B_ot_3_m_PP
正	I_ot_3_m_PP
品	I_ot_3_m_PP
，	O
不	B_ot_8_m_PP
刺	I_ot_8_m_PP
激	I_ot_8_m_PP
皮	O
肤	O
，	O
眼	O
睛	O
也	O
不	B_ot_8_m_PP
会	I_ot_8_m_PP
刺	I_ot_8_m_PP
痛	I_ot_8_m_PP

*	O
*	O
*	O
这	O
款	O
人	O
鱼	O
公	O
主	O
的	O
面	O
膜	O
，	O
是	O
我	O
第	O
二	O
次	O
购	O
买	O
了	O
，	O
属	O
于	O
物	B_ot_0_m_PP
美	I_ot_0_m_PP
价	I_ot_0_m_PP
廉	I_ot_0_m_PP
的	O
那	O
种	O
，	O
非	O
常	O
滋	O
润	O
，	O
已	O
经	O
推	O
荐	O
给	O
好	O
友	O
了	O
。	O

买	O
水	O
乳	O
套	O
装	O
时	O
凑	O
单	O
买	O
的	O
，	O
听	O
说	O
用	O
起	O
来	O
还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP

隔	O
离	O
真	B_ot_4_m_PP
的	I_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP

闷	B_ot_8_m_PN
痘	I_ot_8_m_PN
搓	B_ot_8_m_PN
泥	I_ot_8_m_PN
还	O
有	O
一	O
年	O
过	B_ot_6_m_PN
期	I_ot_6_m_PN
，	O
，	O
，	O
，	O
，	O
，	O
，	O
，	O
，	O
，	O

昨	O
晚	O
下	O
单	O
，	O
今	O
早	O
上	O
就	O
到	O
了	O
，	O
快	B_at_11
递	I_at_11
小	I_at_11
哥	I_at_11
神	B_ot_11_f_PP
速	I_ot_11_f_PP

面	O
膜	O
面	B_at_5
积	I_at_5
太	B_ot_5_f_PN
小	I_ot_5_f_PN
！	O

洗	O
面	O
奶	O
感	O
觉	O
不	B_ot_4_m_PN
是	I_ot_4_m_PN
很	I_ot_4_m_PN
好	I_ot_4_m_PN
用	I_ot_4_m_PN
呢	O
，	O
有	O
点	O
儿	O
滑	O
滑	O
的	O
。	O

还	B_ot_4_m_PP
可	I_ot_4_m_PP
以	I_ot_4_m_PP
用	O
着	O
还	B_ot_4_m_PP
行	I_ot_4_m_PP
，	O
价	B_at_0
格	I_at_0
也	O
挺	B_ot_0_f_PP
实	I_ot_0_f_PP
惠	I_ot_0_f_PP
，	O
还	O
有	O
两	O
个	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
特	B_ot_4_m_PP
别	I_ot_4_m_PP
喜	I_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
还	B_ot_4_m_PP
行	I_ot_4_m_PP
吧	O
，	O
总	O
之	O
为	O
了	O
挺	B_ot_4_m_PP
好	I_ot_4_m_PP
的	I_ot_4_m_PP

上	B_at_7
妆	I_at_7
效	O
果	O
：	O
上	B_at_7
妆	I_at_7
效	O
果	O
很	B_ot_7_f_PP
好	I_ot_7_f_PP
，	O
也	O
不	B_ot_8_m_PP
油	I_ot_8_m_PP
腻	I_ot_8_m_PP
，	O
但	O
是	O
刚	O
开	O
始	O
的	O
时	O
候	O
是	O
有	B_ot_8_m_PN
点	I_ot_8_m_PN
干	I_ot_8_m_PN
，	O
涂	O
完	O
之	O
后	O
会	O
好	O
一	O
些	O
持	O
久	O
情	O
况	O
：	O
上	B_at_7
妆	I_at_7
后	O
很	B_ot_7_m_PP
持	I_ot_7_m_PP
久	I_ot_7_m_PP
，	O
比	O
之	O
前	O
用	O
的	O
@	O
持	O
久	O
多	O
了	O
，	O
爱	O
上	O
了	O

妈	O
妈	O
说	O
好	B_ot_4_m_PP
用	I_ot_4_m_PP

效	O
果	O
不	B_ot_4_m_PP
错	I_ot_4_m_PP
，	O
喜	O
欢	O
的	O
可	O
以	O
购	O
买	O

之	O
前	O
用	O
的	O
瓶	O
装	O
紫	O
色	O
的	O
，	O
不	O
太	O
适	O
合	O
我	O
，	O
这	O
个	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
，	O
喜	B_ot_4_m_PP
欢	I_ot_4_m_PP
，	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

还	O
没	O
用	O
，	O
好	B_ot_4_m_PP
评	I_ot_4_m_PP

货	O
刚	O
到	O
，	O
第	O
一	O
次	O
买	O
，	O
感	O
觉	O
还	O
是	O
很	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
的	I_ot_4_m_PP
，	O
用	O
好	O
在	O
追	O
评	O

这	O
是	O
第	O
二	O
次	O
购	O
买	O
了	O
。	O
不	O
得	O
不	O
说	O
这	O
款	O
隔	O
离	O
是	O
真	O
的	O
很	B_ot_4_m_PP
好	I_ot_4_m_PP
用	I_ot_4_m_PP
啊	O
轻	B_ot_8_m_PP
薄	I_ot_8_m_PP
也	O
很	B_ot_7_m_PP
提	I_ot_7_m_PP
肤	I_ot_7_m_PP
色	I_ot_7_m_PP
。	O
会	O
一	O
直	O
回	O
购	O
的	O
。	O

还	B_ot_4_m_PP
不	I_ot_4_m_PP
错	I_ot_4_m_PP
，	O
很	B_ot_0_m_PP
划	I_ot_0_m_PP
算	I_ot_0_m_PP
，	O
持	B_at_8
久	I_at_8
力	I_at_8
也	O
可	B_ot_8_f_PP
以	I_ot_8_f_PP

按	B_at_8
压	I_at_8
设	I_at_8
计	I_at_8
